DESCRICAO,APRESENTACAO,QUANTIDADE,TOTAL_BRUTO,TOTAL_LIQUIDO,PROD_SALDO,VALOR_ULT_COMPRA
OLINA ESSENCIA DE VIDA,FR 100ML,2,29,"26,10000038",3,"17,06999969"
RESPIRON CLASSIC P/EXERCICIO RESPIRATORIO,,1,29,"23,20000076",0,23
BOLSA TERM GEL QUENTE FRIO 300ML,,3,"28,80000114","28,80000114",3,"5,769999981"
ALGODAO HIDR.APOLO 50 GR.,HIDROFILO 50 GR APOLO.,9,"28,80000043","28,80000043",35,"1,820000052"
ADINOS,"0,5mg gel crem bg 15g",2,"28,79999924","23,04000092",2,"10,85000038"
TROK CREME 10 GR.,CREME BG C/10G                                    ,2,"28,77999973","23,02000046",2,"10,56999969"
ALOPURINOL 300 MG.C/30 COMP.GENERIC,HEXAL 300 MG.C/30 COMP.,1,"28,73999977","14,36999989",4,"9,350000381"
NOREGYNA,50+5mg/ml sol inj cx 1 amp x 1ml+s,1,"28,73999977","22,98999977",2,"21,64999962"
MIORRELAX,300+50+35mg cx 30 comp,2,"28,57999992","14,30000019",1,"3,789999962"
PANTENE COND RESTAURACAO 175ML,,3,"28,5","24,69999981",0,"6,403333187"
REPELENTE MOSKITOFF SPRAY 100ML FARMAX,,3,"28,5","28,5",3,"5,789999962"
TEOLONG 200 MG CAPS. C/30,,1,"28,29999924","22,63999939",1,"20,70999908"
ABS INTIMUS GEL C ABAS SECA TRIPLA PROT L9P8UN (1-,,8,28,28,6,"2,829999924"
ESC.DENT.REACH ANTI/BACT.40 M/MACIA,COD.(7891010043469),8,28,28,-1,"4,559999943"
ESPUMA BARBEAR GILLETTE COOL 150G,,2,28,"25,19999981",0,"9,460000038"
HUMECTOL-D DRG. C/20,,3,"27,98999977","22,38000011",1,"6,800000191"
AGULHA DESC. 25 X 0.7 CX C/100 - BD,,3,"27,95999908","24,23999977",1,"16,98999977"
ARTRITEC,15MG CX 10 COMP,1,"27,95000076","13,97000027",4,"9,420000076"
CILOXAN OTOLOGICO,SOL FR 5ML,1,"27,94000053","22,35000038",0,"20,95000076"
HIDRION 30 COMP,40+100mg cx 30 comp,1,"27,94000053","22,35000038",0,"20,12000084"
DORILAX COMPR. C/12,"ACHE""C/12 COMPR",2,"27,92000008","22,34000015",1,"10,31000042"
ANDOLBA AEROSOL C/1 UN,43 GR.,1,"27,76000023","22,20999908",0,"20,5"
TOBRACORT COLIRIO 5ML,3+1mg/ml sus oft fr 5ml,1,"27,71999931","22,18000031",0,"19,25"
LISTERINE CUIDADO TOTAL 250ML,,3,"27,68999863","27,68999863",1,"11,11999989"
ABS SYM SECA C/AB L8P7UN,,11,"27,5","27,5",5,"1,993299961"
FLOGORAL,CX 12 PAST SB LARANJA,2,"27,42000008","24,97999954",1,"11,47999954"
FIO DENTAL HILLO EXTRA FINO 125M ,,7,"27,30000067","26,52000046",-6,"31,20299911"
ACEBROFILINA,50mg+5ml xpe fr 120ml+cm,1,"27,28000069","13,64000034",2,"7,290999889"
PREDSIM 5 MG.C/10 COMPR.,5 MG.C/ 10 COMPR.,3,"27,23999977","21,78000069",3,"6,309999943"
COPO DESCARTAVEL ABNT COPOBRAS PS BCO ,100X200ML,8,"27,20000076","22,10000062",0,"3,029999971"
SH JJ BABY 400ML,,2,"27,20000076","21,76000023",1,"11,95499992"
MAXITROL POMADA,"bisnaga 3,5g",1,"27,15999985","21,72999954",0,"20,37000084"
PARACETAMOL 50MG 20 COMP,500mg cx 20 comp,4,"27,07999992","15,59000039",2,"3,190000057"
MALEATO DE TIMOLOL COL 5ML BIOS.,0.25% sol oft fr gts 5ml,3,"27,05999947","21,65000057",0,"3,430000067"
"AGULHA DESC 25X0,70 DESCARPACK C/100",,2,27,"24,30000019",0,"9,789999962"
AMBROXMEL SPR FR 30ML SBR MEL/EUC,,2,27,"17,55000019",1,"3,579999924"
MUNHEQUEIRA ELASTICA AJUST. PRETA (PAR),,1,"26,89999962","21,52000046",0,"17,98999977"
OLEO DE MENTA 10 ML,,3,"26,69999886","24,91999912",-1,"5,989999771"
CLORETO DE MAGNESIO 500MG 60 CPS KATINGUA,,1,"26,5","26,5",0,"12,03999996"
COMPLEXO B XPE 120 ML COMPLEXO B EMS.,,1,"26,21999931","13,10999966",0,"7,850999832"
DIPROBETA (BETAMETASONA) INJ 1 AMP 1 - BUNKER,,1,"26,13999939",23,7,"7,630000114"
MAMAD BIG NATURAL UNIV AZ 240ML KUK 1516,,1,"26,10000038","20,87999916",0,"17,39999962"
ANGIPRESS,50mg cx 30 comp,1,"26,09000015","20,87000084",2,"18,29999924"
LUVA BOMPACK LATEX G C/PO 100UN - EMBRAS,,1,26,26,0,"17,05999947"
LUVA BOMPACK LATEX M C/PO 100UN,,1,26,26,0,"17,05999947"
LUVAS PROCED CREMER G C/ 100,,1,26,"20,79999924",4,"20,57999992"
LUVAS PROCED LEMGRUBER C/PO GRANDE 100UN,,1,26,26,0,"18,82999992"
LUVAS PROCED LEMGRUBER MEDIA 100UN,,1,26,26,0,"18,82999992"
PROPOLIS MENTA E COPAIBA 30 ML SPRAY (VIDRO),,2,26,26,4,"6,5"
SPRAY APIS FRESH MEL C/PROPOLIS ARTE NATIVA 35ML,,2,26,26,11,"3,930000067"
SPRAY APIS FRESH MEL/PROP./ROMA ARTE NATIVA 35ML,,2,26,"16,89999962",21,"3,930000067"
SINVASTATINA 20MG 30 COMP,20mg cx 30 comp rev,1,"25,98999977","12,98999977",1,"4,340000153"
LACRIFILM SOLU��O OFTALMICA 15 ML,CARBOXIMETILCELULOSE SODICA 5 MG/ ML,1,"25,90999985","20,72999954",0,"18,65999985"
OTO-BETNOVATE (SOLU��O OTOLOGICA),10 ML,1,"25,75",18,5,"15,97500038"
"ANEMIFER 184,45MG+60MG C/50 CPR ",,2,"25,68000031","16,69000053",0,"4,235000134"
"INDAPAMIDA 1,5MG 30COMP","1,5 mg cx 30 comp rev",1,"25,67000008","20,54000092",0,"6,800000191"
ALICATE CUTICULA MUNDIAL FLEX ,,3,"25,5","23,80000019",-1,"5,489999771"
CR PENT SEDA BOMBA ARGAN 300ML ,,3,"25,5","25,5",0,"5,619999886"
OS-CAL KIDS SUSP 150ML,,1,"25,5","20,39999962",4,"22,5"
TALCO JOHNSON BABY TOQUE FRESQ 200GR,,2,"25,31999969","22,78999996",0,"8,619999886"
ABS S LIVRE NOITE DIA SEC AB 8UN,,4,"25,20000076","25,20000076",0,"4,130000114"
CR.DENTAL COLGATE MPA 90GR,,8,"25,19999981","25,19999981",-6,"29,88999939"
NEUTROGENA B CARE HID INT 400ML,,1,"25,19000053","25,19000053",0,"16,20999908"
MAREVAN,"2,5mg cx 60 comp",1,"25,12000084","20,10000038",2,"18,54000092"
PEN-VE-ORAL LIQ. *,LIQ.,1,"25,12000084","20,10000038",0,"17,19000053"
FLUX,"1,5mg cx 30 comp rev",1,"25,03000069","20,02000046",1,"17,75"
LENCO UMED HUGGIES 100DIAS C/48,,2,25,"24,19999981",0,"8,800000191"
LEVOTIROXINA SODICA,25mcg cx 30 comp,3,"24,88000107","17,45000029",2,"3,920000076"
CETRILAN CR 40G,,1,"24,73999977","24,73999977",1,"29,72999954"
SINVASTATINA 20MG 30 COMP,20mg x 30cpr rev,2,"24,57999992","18,44000006",0,"3,089999914"
LEVOID,112mcg cx 30 comp,1,"24,54999924","19,63999939",1,"18,05999947"
MUCOSOLVAN XAROPE PEDIATRICO 120 ML,PEDIAT.120 ML,1,"24,37000084","19,5",7,"19,69000053"
THIABENA,50mg/g pom derm bg 45g,1,"24,32999992","19,45999908",3,"17,33499908"
FEMME FOLICO,50mg cx 30 comp rev,1,"24,22999954","19,37999916",2,"18,34000015"
MIRTAX,10MG CX 15 COMP,1,"24,09000015","24,09000015",2,"17,53000069"
CREME DE PENTEAR SEDA CERAMIDAS,300ML,4,24,24,7,"5,619999886"
CREME DE PENTEAR SEDA HIDRALOE ,300 ML,4,24,"22,80000019",7,"5,980000019"
LISTERINE ZERO 250 ML,,2,24,24,1,"8,305000305"
LUVA LATEX PROCED.P C/100 SUPERMAX-,,1,24,24,3,"18,55999947"
OFF REPELENTE LOCAO 200 ML,LOCAO HIDRAT.C/ALOE VERA,2,24,24,2,"11,97000027"
MICRONOR COMPR. C/35,CX C/35,2,"23,86000061","19,07999992",0,"8,876667023"
CHUP OCEANO MASTER SIL ORTO T2 RS BL5615,,2,"23,79999924","21,42000008",1,"7,829999924"
DESOD AERO SUAVE MEN INVISIBLE 88G-150ML ,,3,"23,70000029","23,70000029",1,"4,989999771"
SH.SEDA BOMBA ARGAN 1X325 ML,,3,"23,70000029","22,12000036",1,"4,690000057"
DEP DEPI ROLL ROLL ON REFIL 100G TRAD,,4,"23,60000038","23,60000038",15,"4,929999828"
DERMOTRIZOL CREME 1% 20 GR.,DERMOTRIZOL CREME 20 GR.,1,"23,40999985","23,40999985",1,"4,079999924"
LUTICS 2MG 30 COMP,2 mg com ct bl  x 30,1,"23,36000061","18,69000053",0,"15,71000004"
ED ORAL B IND PLUS 35,,3,"23,25","23,25",6,"9,667499542"
ESC DENT COLG EXTRA CLEAN MEDIA,,4,"23,20000076","23,20000076",3,"4,534999847"
COMPLEXO B COMP 100 COMP,cx. c/ 100 drageas,1,23,"11,5",0,"8,920000076"
DES REXONA AERO MEN ANTIBAC INVIS 90G,,2,23,23,3,"8,680000305"
FARMAIODINE TOPICO C/100ML+APLIC,,2,23,23,1,"4,320000172"
BOLSA PARA GELO (MERCUR) PEQUENA ,1 UNIDADE,1,"22,89999962","16,5",0,0
CLORETO DE MAGNESIO 500MG 60 CAPS ,,1,"22,89999962","18,31999969",1,"11,72000027"
MAXIFLOX,SOL OFT 5ML,1,"22,85000038","18,28000069",0,"14,64999962"
STER,10mg sus oft col fr 5ml,1,"22,82999992","18,26000023",1,"16,44000053"
SAB PALMOLIVE COCO E ALGODAO 85G ,,12,"22,79999971","22,79999971",-3,"0,99000001"
BOLSA TERM GEL ,QUENTE/FRIO 600ML,2,"22,63999939","22,63999939",8,"11,97999954"
METILDOPA,250MG CX 30 COMP,1,"22,54999924","11,27000046",0,"10,93999958"
CHUPETA SPECIAL SIL ORTO T1 RS 5314-01-RS,,3,"22,5","22,5",2,"5,849999905"
SABONETE DE ENXOFRE  GRANADO,90 G,5,"22,5","22,5",0,"4,409999847"
SH SEDA LISO PERFEITO 325ML (1-UN),,3,"22,5","22,5",0,"5,260000229"
VASELINA SOLIDA ,CONTEUDO 40 G,9,"22,5","22,5",4,"3,349999905"
GUTTALAX  GOTAS 20 ML,GTS 20 ML,2,"22,42000008","17,94000053",0,"8,666666985"
TOALHA DE PAPEL BELIPEL BRANCA 20X23 1X1000 FLS,,4,"22,23999977","16,67999983",0,"8,93999958"
CLORIDRATO DE HIDROXIZINA 100ML,2mg/ml sol or fr x 100ml + ser dos,1,22,11,2,"4,989999771"
HAV.ALOHA BC/PTO/CZA 37/38 1 PAR,,1,22,11,0,"15,11999989"
MAXTON + OX 2.0 PRETO NATURAL ,30ML,3,"21,90000057","21,90000057",11,"5,989999771"
HEMOFISS BISNAGA 30GR C/1APLICADOR ,,1,"21,77000046","10,89000034",0,"11,15999985"
GLICERINA BI-DESTILADA AVANTE VD 100ML,,8,"21,60000038","21,60000038",18,"3,5"
ESCOVA DENTAL COLGATE PLUS TWISTER,MEDIA,6,"21,59999943","17,28000069",5,0
PAMP SUPERSEC PCTAO XG 22+2UN,,1,"21,54999924","21,54999924",7,"18,44166756"
DTN FOL 400MCG+10MG 30 CAPS,,1,"21,43000031","17,13999939",0,"15,96000004"
MELOXICAM,"7,5mg cx 10 comp rev",1,"21,32999992","10,67000008",6,"4,300000191"
ABS S LIVRE ESP SUAVE C/AB L8P7UN,,7,21,21,3,"2,089999914"
AGUA OXIG. CREMOSA 30 VLS 90 ML - FARMAX,,14,21,21,2,"0,870000005"
BOLSA TERMOGEL PEQUENA,,3,21,21,3,"5,800000191"
COND SEDA SOS CERAMIDAS 325ML (1-UN),,2,21,21,1,"5,800000191"
CORTADOR DE UNHA  UNHEX FOR MEN,UNHEX FOR MEN GRANDE,6,21,21,0,"29,31999969"
PRESERV BLOWTEX MORANG CHOCO C 3,,7,21,21,1,"1,679999948"
BROMOPRIDA,4MG/ML SOL ORAL FR 20ML,1,"20,82999992","10,42000008",15,"5,190000057"
AFRIN ADULTO 30 ML,"0,5mg sol nas fr spr 30ml",1,"20,72999954","16,57999992",4,"15,22999954"
COPO DESC.ABNT COPOBRAS PS TRANSP 100X200 ML,,6,"20,70000029","13,47000003",0,"2,970000029"
ALOPURINOL 100MG 30 COMP,100mg cx 30 comp,2,"20,65999985","16,52999973",0,"2,980000019"
MICROPIL 30 ,21 COMPRIMIDOS,1,"20,56999969","16,45999908",3,"14,88000011"
HIDROCLOROTIAZIDA 25MG 30 COMP,25mg x 30 comp,7,"20,51000047","17,57000041",-1,"1,03760004"
TIRA LEITE HIG 70ML C/1 7225-01,,1,"20,5","20,5",0,"14,98999977"
FILINAR,5mg/ml xpe fr 120 ml+copo med,1,"20,45000076","16,36000061",2,"14,05000019"
CR.SEDA PENTEAR LISSAGE 300ML,COD.(7891037010048)300ML,3,"20,40000057","20,40000057",5,"5,619999886"
TRISORB SOL.OFTALMICA 15 ML,SOLU�AO 15ML                                      ,1,"20,22999954","16,18000031",3,"15,84000015"
ABS SYM SUAVE,C/AB L16P14UN NORMAL,5,"20,15000105","20,15000105",13,"4,143300056"
POLVILHO ANTISSEPTICO,FRESH po fr 100g,2,"20,09000015","20,09000015",9,"7,570000172"
APAR GILLET MACH3 REG,C/ 1,2,20,20,8,"14,97999954"
COLA SUPER BONDER 3 GR.,SUPER BONDER,5,20,"16,00000024",7,"3,539999962"
PEDRA HUME SPRAY 30ML - FARMAX,,4,20,20,2,"4,050000191"
ATROPINA 1% COLIRIO 5 ML,1 % 5 ML,2,"19,96000004","15,96999979",1,"7,150000095"
MAMAD BIG COLOR 330 ML RS,,1,"19,89999962","19,89999962",1,"13,51000023"
TINT SOFT COLOR 20 PRETO UN ,,1,"19,89999962","15,92000008",1,"39,18000031"
DROPS HALLS MENTA,HALLS MENTA,33,"19,80000079","19,80000079",68,"0,651899993"
GEL ARNICA 270G.MIX FORMULA,,2,"19,79999924","19,79999924",0,"6,5"
DORIL DC 500 16 COMP.,500 mg + 65 mg x 16 cpr,1,"19,69000053","15,75",1,"12,26000023"
BALA GENGIBRE E MENTA ARDRAK 50G,,4,"19,60000038","19,60000038",5,"3,220000029"
SAB PROTEX AVEIA 85G ,,7,"19,59999967","19,59999967",-5,"18,45999908"
SULFATO FERROSO 125MG/ML GOTAS 30ML FRAMBOESA ,,2,"19,55999947","9,779999733",0,"2,880000114"
BOMB DROPS HALLS CEREJA 21UN (1-DP),,1,"19,5","15,60000038",1,"13,42700005"
BOMB DROPS HALLS EXTRA FORTE 21UN (1-DP),,1,"19,5","15,60000038",2,"13,56999969"
BOMB DROPS HALLS MELANCIA 21UN (1-DP),,1,"19,5","19,5",1,"13,01399994"
DESOD AERO DOVE MEN INVISIBLE DRY 89G-151ML (1-UN),,1,"19,5","19,5",2,"8,899999619"
CHUPETA ZOO BONA SIL RED T1 AZUL 4811-01-AZ,,3,"19,34999943","19,34999943",6,5
CERA ORTODONTICA C/5 POWERDENT REF 1111-UNIDADE-,,3,"19,20000029","19,20000029",6,5
ALICATE P-CUTIC MERHEJE ROSA ACO INOX + ESPAT ,,2,19,19,0,"6,010000229"
ASEPXIA SAB NEUTRO 90GR,,2,19,"15,19999981",3,"5,739999771"
OFF SPRAY REPELENTE 100ML,,2,19,19,0,"9,680000305"
PANTENE COND LISO EXTREMO 175ML,,2,19,19,0,"6,400000095"
ALCOOL 70% 100ML ALMOTOLIA CICLO FARMA-UNIDADE-,,5,"18,99999976","18,99999976",7,"2,5"
ALGODAO,25G,10,"18,99999976","18,99999976",6,"1,71420002"
MALEATO DE ENALAPRIL,5mg cx 30 comp,1,"18,96999931","9,489999771",0,"4,554999828"
KOLESTON 50 CASTANHO CLARO,,1,"18,89999962","15,11999989",2,"12,05000019"
MAM KUKA AQUARELA 250ML BICO UNIV AZUL ,,1,"18,89999962","18,89999962",0,"12,98999977"
TINT KOLESTON 28 PRETO AZULADO (1-UN),,1,"18,89999962","18,89999962",0,"12,06000042"
PRELONE,5mg cx 10 comp,2,"18,69999981","14,96000004",2,"6,989999771"
TEOLONG 100 MG CAPS. C/30,,1,"18,62000084","14,89999962",1,"13,73999977"
"GLICELIVY 2,60G SUPOSITORIO AD C/06 - NATUL",,1,"18,45999908","9,229999542",1,"5,214000225"
CONDUTOR DENTAL HILLO C/25 UNID.,CONDUTOR HILLO C/25 UNID.,4,"18,4000001","18,4000001",39,"3,230000019"
CEPACOL  ANTI-SEPTICO BUCAL FLUOR,600 ML,1,"18,39999962","18,39999962",1,"12,39999962"
TOALHA UMED.HUGGIES BABY WIPES 1X48 UNID,,4,"18,39999962","13,79999971",-2,"4,610000134"
PREDSIM 5 MG C/20 COMPRIMIDO,5MG 1X20 COMP,1,"18,26000023","14,60999966",1,"12,68000031"
CR DENT SORRISO TRIPLA LIMP COMPLETA 70G,,7,"18,19999933","18,19999933",2,"13,90999985"
LEVOTIROXINA SODICA,50mcg cx 30 comp,2,"18,13999939","16,32999992",0,"4,179999828"
ACETATO DE DEXAMETASONA CREME 10G EMS,1g creme derm bg 10g,2,"18,07999992","11,75",1,"2,450000048"
ABS.INT.DAYS PROT.ULTRA FLEXIVEL L40 P30 1X40 UNID,,2,18,18,1,"6,980000019"
ALCOOL 70% 99ML LAHAS,,18,18,18,101,"1,799999952"
ASPIRADOR NASAL AZUL  BL 7170,,2,18,18,2,"6,489999771"
BALA DE GENGIBRE COM LIMAO 40 G,,4,18,"17,0999999",8,"2,99000001"
HID PAIXAO ROMANTICA LILAS 200ML ,,3,18,18,1,"4,389999866"
LANCETA C/100 G-TECH--,,1,18,18,1,12
PEDRA HUME AVANTE PT 25G,,12,18,18,0,"2,200000048"
VIOLETA GENCIANA 1% MED 30ML E12,,6,18,18,15,"2,799999952"
LIDIAL 50MG/G POM 25G ,,1,"17,89999962","8,949999809",4,"5,389999866"
ABS CAREFREE BRISA S/ PERF C/40,,2,"17,79999924","17,79999924",0,"5,835000038"
CHUP KUKA DECOR PLUS BICO RED SILIC 2 ROSA ,,2,"17,79999924","17,79999924",1,"6,389999866"
COND SEDA OLEO HIDRATACAO 325ML,,2,"17,79999924","17,79999924",1,"6,980000019"
VENUS3 SIMPLY PINK AP L4P3,,1,"17,79999924","17,79999924",1,"13,63500023"
FRALDA MONICA T PROT JUMBINHO XG 16UN,,1,"17,77000046","17,77000046",1,"13,4829998"
CLORIDRATO DE TERBINAFINA,creme bg 20g,1,"17,69000053","8,850000381",2,"4,46999979"
CR DENT SENSOD TRUE WHITE 100G,,1,"17,60000038","14,07999992",0,"13,38000011"
MAMAD SIL OCEANO ORT ROSA 160ML 2162-01-RS,,1,"17,60000038","17,60000038",0,"11,72000027"
CAPOX,25mg cx 30 comp,2,"17,52000046","17,52000046",5,"1,899999976"
MEL PURO 350 G,,1,"17,5","17,5",3,"11,5"
PRESTOBARBA ULTRA GRIP UNID.,ULTRA GRIP UNIDADE,7,"17,5","17,5",22,"1,758299947"
ACNESKIN 50MG/G GEL BG 20G,,1,"17,31999969","8,659999847",2,"2,24000001"
ANTI SEPTICO SPRAY 50 ML HERTZ,SPRAY FR 1 X 50,1,"17,23999977","8,619999886",8,"7,019999981"
TEUPANTOL,50mg/g pom derm bg 30g,1,"17,13999939","13,71000004",0,"5,472000122"
EFURIX CR 15G-SIMILAR,,1,"17,04999924","13,64000034",3,"11,71000004"
MALEATO DE ENALAPRIL,5mg cx 30 comp,1,"17,02000046","8,510000229",1,"3,690000057"
ALICATE CUTICULA MUNDIAL FLEX ,,2,17,17,0,"5,489999771"
PANTENE SH LISO EXTREMO 175ML,,2,17,17,0,"5,635000229"
SH SEDA BOOM LIBERADO 325ML,,2,17,"13,60000038",2,"4,690000057"
DAONIL 5 MG COMPR. C/30,5 MG C/30 COMPRIMIDOS,1,"16,87000084","13,5",1,"12,03999996"
ASTRO 500 MG.C/3 COMPR.,500 MG.C/3 COMPR.,1,"16,80999947","13,44999981",1,"11,43000031"
DROPROPIZINA,3mg/ml xpe fr 120ml+cm,1,"16,80999947","8,409999847",7,"4,523333549"
MUD ORAL,1mg/g pom bucal bg x 10g,1,"16,80999947","13,44999981",1,"11,55000019"
TERMOMETRO DIG OMRON MC245 C/1UN,,1,"16,70000076","15,60000038",1,"10,67000008"
PAMP RECEM NASCIDO + 20UN,,1,"16,5","16,5",1,"12,6833334"
TERMOMETRO DIGITAL CLINICO MEDEQCO MEDLEVENSOHN,,1,"16,5","13,19999981",0,"9,279999733"
SOAPSEPS SAB.(ENXOFRE) 60 GR,SAB.ENXOFRE 60 GR.,3,"16,34999943","16,34999943",1,"4,400000095"
CITRATO DE SILDENAFILA,50 MG CX 4 COMP,1,"16,18000031","8,090000153",0,"4,909999847"
ANTISEPT TENYS PE BARUEL JATO SECO CANFORADO 150ML,,1,16,"12,80000019",0,"11,00199986"
ANTISEPT TENYS PE BARUEL JATO SECO ORIG 150ML-86G,,1,16,"12,80000019",0,"11,00699997"
FIO DENTAL HILLO 100 MT,7896440000000,8,16,16,12,"2,309999943"
GLICERINA BI-DESTILADA,100G,4,16,16,32,"3,5"
LENC UMED JJ BABY HORA DE BRINCAR 25UN,,2,16,16,3,"6,110000134"
MAMAD BICO SILIC OCE ORTO 250ML 2062/12,,1,16,16,0,"12,72999954"
SERINGA BD PLAST 3ML C/AG 25X7-DISTR,,16,16,16,6,"0,587700009"
"TIMOPTOL OFT 0,5% 5ML                  ",,1,"15,85999966","12,68999958",1,"11,80000019"
DESOD AERO MONANGE FRUTAS VERMELHAS 150ML ,,2,"15,80000019","15,80000019",3,"4,989999771"
HISTADIN (LORATADINA) C/12 COMPR,LORATADINA U.Q.10 MG.C/12 COMPR.,1,"15,78999996","7,889999866",0,"3,358333349"
REDOXON GOTAS ,20 ML,1,"15,76000023","12,60999966",2,"11,82499981"
ESP.BARB.NIVEA SUAVE 193 GR.,C/MINERAIS E MAR.E VITAMINAS,1,"15,75","15,75",3,"13,06000042"
TINT BRILHOETON 6.7 CHOCOLATE NATURAL UN (1-UN),,1,"15,5","15,5",0,"9,970000267"
"PILEM (POSTINOR)0,75MG C/2 COMPR","0,75 MG C/2 COMPR.",1,"15,31999969","7,659999847",4,"1,480000019"
NIMESULIDA GEL 30G,20mg gel derm bg 30g,1,"15,28999996","7,650000095",1,"4,159999847"
SH SEDA CACHOS DEFINIDOS 325ML 108055,,2,"15,19999981","15,19999981",4,"5,21999979"
SH SEDA PRETOS LUMINOSOS 325ML 107889,,2,"15,19999981","15,19999981",0,"5,989999771"
COMBIRON SUSPEN�AO,120 ML,1,"15,11999989","12,10000038",2,"11,43999958"
REHIDRAZOL PO SABOR NATURAL C/04 ENV ,,1,"15,11999989","7,559999943",1,5
CR.TRAT.SKALA AMIDO DE MILHO 1X1 KG,,2,15,15,0,"4,849999905"
DESOD AERO REXONA FEM POWDER L150P120ML (1-UN),,1,15,15,1,"7,19299984"
LENCOS CLASS KLEENEX LV100 PG90,,3,15,15,1,"3,299999952"
LISTERINE SOL BUC CUIDADO TOT Z  O 250MLP:N,,1,15,15,0,"10,27000046"
MASCARA BRANCA ELASTICO DISP C/50 MEDIX,,1,15,15,0,"8,989999771"
PEDRA HUME SPRAY 33ML LAHAS-,,3,15,15,1,"4,699999809"
REFIL INTERDENTAL CONICO POWERDENT ,,2,15,15,4,"5,789999962"
REPEL.REPELEX AERO 200ML,,1,15,15,1,"9,260000229"
SACO LIXO PEG LIXO PRETO RL 30L 40UN,,2,15,12,0,"5,885000229"
SH SEDA BOMBA NUTRICAO 325ML (1-UN),,2,15,15,1,"4,889999866"
VASELINA SOLIDA 70G.FARMAX,,2,15,"13,5",6,5
DES.AER.REXONA MEN V8 LV90 PG72G,,1,"14,89999962","11,92000008",0,"7,695000172"
KIT NEBOLIZACAO ADULTO G-TECH,,1,"14,89999962","14,89999962",0,"9,970000267"
LISTERINE ZERO ANTICARIES 250ML,,1,"14,89999962","11,92000008",0,"10,27000046"
NEUTROGENA BODY INTENSIVE COMFORT 200ML,,1,"14,89999962","11,92000008",1,"9,720000267"
CROMOLERG 4% COLIRIO 5 ML,COLIRIO 4 % 5 ML,1,"14,85999966","11,89000034",2,"10,75"
NISTATINA 25.000UI/G CR VAG 1X60G 14 APLIC GEN (+),,1,"14,85000038","14,85000038",0,"6,610000134"
AEROLIN 4 MG COMPR. C/20       *,4 MG C/20,2,"14,81999969","11,85999966",1,"5,420000076"
LISTERINE TART CONT ZERO 250ML,,1,"14,80000019","14,80000019",0,"11,28999996"
SULFATO FERROSO 100ML SOL ORAL FRAMBOESA ,,1,"14,80000019","7,400000095",1,"3,289999962"
TANDRIFLAN 15 COMP,300+125+50+30mg cx 15 comp,1,"14,76000023","7,380000114",0,"0,119999997"
LIXA PE RASKALO ANATOMICA POP ,,3,"14,70000029","14,70000029",3,"2,99000001"
SAB.GLICERINA 200 ML GRANADO,COD.(7896512903815),1,"14,68999958","14,68999958",0,"9,789999962"
VASELINA LIQUIDA ,100 ML,5,"14,50000048","14,50000048",-1,"4,949999809"
BABY SURE TESTE GRAVIDEZ,baby sure teste gravidez x1,1,"14,5","14,5",0,"1,99000001"
SH TRESEMME 400ML LISO SEDOSO,,1,"14,5","11,60000038",0,"8,979999542"
TESTE DE GRAVIDEZ CONFIRA FRASCO+TIRA REAGENTE 1MI,,1,"14,5","7,25",6,"2,140000105"
EMS EXPECTORANTE 100ML.,VD C/100ML.,1,"14,46000004","7,230000019",29,"9,199999809"
SH CLEAR ANTIC DETOX DIARIO200ML,,1,"14,19999981","14,19999981",0,"8,890000343"
VITAXON C 1G C/10 COMP EFERV ,,1,"14,17000008","14,17000008",29,"2,99000001"
CLORIDRATO DE CICLOBENZAPRINA,5mg 1bl x 15 comp rev,1,"14,13000011","7,059999943",3,"4,105000019"
NEOCOPAN 20 COMP,10+250mg cx 20 comp rev,1,"14,10000038","11,27999973",0,"9,619999886"
GILLETTE PRESTOBARBA 3,1 UNIDADE,3,"14,09999943","14,09999943",0,"33,75999832"
DES.AER.DOVE DERMO ACLARANT 1X89 GR,,1,14,14,0,"8,760000229"
NEUTROGENA PELE EXTRA SECA,200 ML,2,"13,85999966","13,85999966",10,"9,550000191"
CLORETO DE MAGNESIO 33G ,,2,"13,60000038","13,60000038",10,"4,5"
NOVACORT CREME,10G,1,"13,57999992","10,85999966",0,"10,22999954"
ABS CAREFREE FLEX S/PERF C/15,,3,"13,5","13,5",1,"3,067500114"
CR DENT COLG TP EXTRA WHITE 70G,,3,"13,5","13,5",1,"2,99000001"
DESOD AERO AXE ADRENALINE CHARGE UP 90G-152ML (1-U,,1,"13,5","13,5",1,"8,972000122"
PAMP CONFORTSEC RECEM NASCIDO + 20UN,,1,"13,5","13,5",1,"11,40499973"
SH TRESEMME DETOX CAPILAR 400ML (1-UN),,1,"13,5","13,5",1,"8,979999542"
SH.TRESEMME S/SAL RECONSTRUCAO E FORCA 1X400 ML,,1,"13,5","13,5",0,"8,979999542"
OTOSYLASE SOL. 10ML,"0,25+3,50+20mg+10mui sol fr 10ml",1,"13,38000011","6,690000057",5,"3,119999886"
INTIMUS GEL ,NORMAL COM ABAS,5,"13,25000048","13,25000048",23,"2,369999886"
SEMPRE LIVRE ESPECIAL FORM ADAPT,AGENTES NATURAIS 8 UNIDADES,5,"13,25000048","13,25000048",19,"2,670000076"
GOTAS BINELLI 10 ML,10 ML,1,"13,10000038","10,47999954",2,"9,43999958"
CHUPETA SPECIAL SIL ORT T1 AZ 5314-01-AZ,,2,13,13,2,"5,849999905"
